排名,电视剧名称,年份,评分,评价人数,导演,编剧,主演,类型,集数,单集片长,豆瓣网址
38,原乡,2014,8.6,1158,张国立, 陈文贵,陈宝国 / 张国立 / 奚美娟 / 冯恩鹤 / 马少骅, 剧情,30,40,https://movie.douban.com/subject/11500327/
39,一千零一夜 第一季,2016,8.6,220,席然, 许稼逸 / 余晓熠 / 席然,翟鹏 / 邵琪 / 王宜谦 / 吴玮蓉 / 陆凯, 科幻,16,4,https://movie.douban.com/subject/26855711/
40,琅琊榜之风起长林,2017,8.5,87108,孔笙 / 李雪, 海宴,黄晓明 / 刘昊然 / 佟丽娅 / 张慧雯 / 梅婷, 剧情 / 古装,50,45,https://movie.douban.com/subject/26665065/
41,遇见王沥川,2013,8.5,43619,陈铭章, 施定柔,高以翔 / 焦俊艳 / 连凯 / 林佑威 / 吴辰君, 剧情 / 爱情,38,45,https://movie.douban.com/subject/20444535/
42,大秦帝国之崛起,2017,8.5,27193,丁黑, 张建伟 / 钱洁蓉,宁静 / 张博 / 邢佳栋 / 杨志刚 / 沈佳妮, 剧情 / 历史,40,45,https://movie.douban.com/subject/5923466/
43,大清盐商,2014,8.5,4680,韩晓军, 南柯,张嘉译 / 张志坚 / 俞飞鸿 / 倪大红 / 莫小棋, 剧情 / 传记 / 历史 / 古装,34,40,https://movie.douban.com/subject/10527210/
44,老农民,2014,8.5,4114,张新建, 高满堂,陈宝国 / 冯远征 / 牛莉 / 蒋欣 / 梁林琳, 剧情,60,,https://movie.douban.com/subject/25868187/
45,家在铁西,2015,8.5,83,马进, 赵冬苓,保剑锋 / 王艳 / 石天琦 / 萨日娜 / 王海燕, 剧情,40,,https://movie.douban.com/subject/25772456/
46,男人不醉,2015,8.5,590,叶长青 / 尤明宇, 杜俊 / 王小苔,纪亚文 / 杨羽 / 徐唯, 剧情 / 爱情,20,,https://movie.douban.com/subject/26296022/
47,推拿,2013,8.5,2095,康洪雷, 陈枰 / 毕飞宇,濮存昕 / 张国强 / 李菁菁 / 高亚麟 / 刘威葳, 剧情,31,40,https://movie.douban.com/subject/10540065/
48,医者仁心,2010,8.5,1649,傅东育, 徐萌,谢君豪 / 尤勇 / 陈瑾 / 潘虹 / 谢钢, 剧情,33,45,https://movie.douban.com/subject/5392035/
49,警察遇到兵,2010,8.5,291,欧阳奋强, 李宪 / 佳云,孙逊 / 吴健 / 赵亮 / 何政军 / 秦海璐, 喜剧 / 悬疑 / 惊悚 / 犯罪,32,,https://movie.douban.com/subject/5320208/
50,伪装者,2015,8.4,99719,李雪, 张勇,胡歌 / 靳东 / 刘敏涛 / 王凯 / 宋轶, 剧情 / 悬疑,48,40,https://movie.douban.com/subject/25994712/
51,虎啸龙吟,2017,8.4,48180,张永新, 常江,吴秀波 / 刘涛 / 李晨 / 张钧甯 / 唐艺昕, 剧情 / 战争 / 古装,44,45,https://movie.douban.com/subject/27087788/
52,来不及说我爱你,2010,8.4,32929,曾丽珍, 周涌 / 匪我思存,钟汉良 / 李小冉 / 谭凯 / 齐芳 / 孙玮, 剧情 / 爱情 / 战争,36,45,https://movie.douban.com/subject/4135704/
53,最美的青春,2018,8.4,5558,巨兴茂, 郭靖宇 / 杨勇,刘智扬 / 何雨虹 / 赵恒煊 / 贾宏伟 / 张子文, 剧情,36,45,https://movie.douban.com/subject/27126973/
54,平凡的世界,2015,8.4,20920,毛卫宁, 路遥 / 温豪杰,佟丽娅 / 袁弘 / 王雷 / 李小萌 / 刘威, 剧情 / 爱情,56,45,https://movie.douban.com/subject/25851665/
55,手机,2010,8.4,13379,沈严 / 王雷, 宋方金 / 刘震云,王志文 / 陈道明 / 梅婷 / 刘蓓 / 范明, 剧情 / 家庭,36,41,https://movie.douban.com/subject/4111333/
56,少林问道,2016,8.4,5104,傅东育, 张晓峰,周一围 / 郭京飞 / 郭晓婷 / 是安 / 何赛飞, 剧情 / 古装,38,45,https://movie.douban.com/subject/26297251/
57,海棠依旧,2016,8.4,2444,陈力, 张法纯 / 周秉德,孙维民 / 唐国强 / 黄薇 / 卢奇 / 王伍福, 剧情 / 传记,41,45,https://movie.douban.com/subject/25835485/
58,风车,2011,8.4,3943,孔笙 / 张永新, 刘雁,李晨 / 杨立新 / 霍思燕 / 宋佳 / 韩童生, 剧情 / 爱情 / 家庭,38,45,https://movie.douban.com/subject/4934994/
59,你是我的幸福,2011,8.4,1072,姜凯阳, 申捷,李建义 / 刘佳 / 王刚 / 黄轩 / 颜世魁, 剧情 / 喜剧 / 爱情,28,,https://movie.douban.com/subject/6793343/
60,活着再见,2015,8.4,866,姜凯阳, 邵雪城,张陆 / 骆达华 / 赵达 / 曲高位 / 赵龙豪, 剧情 / 犯罪,12,43,https://movie.douban.com/subject/26607296/
61,彼岸1945,2011,8.4,1756,梦继, 潘朴,周渝民 / 张钧甯 / 王学圻 / 阎娜 / 张晨光, 剧情 / 爱情 / 历史 / 战争,34,45,https://movie.douban.com/subject/6053337/
62,叶落长安,2011,8.4,739,姚晓峰, 赵冬苓 / 吴文莉,陈小艺 / 倪大红 / 刘涛 / 毛晓彤 / 赵峥, 剧情 / 家庭 / 历史,40,40,https://movie.douban.com/subject/6829658/
63,南侨机工英雄传,2015,8.4,814,于荣光, 王倦,于荣光 / 秋瓷炫 / 朱晓渔 / 于晓光, 剧情 / 战争,45,,https://movie.douban.com/subject/25980223/
64,女生日记之做决定事务所,2015,8.4,764,陈宇 / 林菁菁, 陈宇 / 杨晓云 / 林菁菁 / 徐芳依,陆妍淇 / 高瀚宇 / 张倩铭 / 王晓莎莎, 剧情,18,,https://movie.douban.com/subject/26437176/
65,纯真的年代,2013,8.4,556,汪锡宏, 王琦 赵洪,李亚鹏 / 应采儿 / 高虎, 剧情,35,45,https://movie.douban.com/subject/4238928/
66,天盛长歌,2018,8.3,112167,沈严 / 刘海波, 路怡 / 邹越 / 卢菁 / 王佩 / 邱永懿,陈坤 / 倪妮 / 赵立新 / 倪大红 / 袁弘, 剧情 / 爱情 / 古装,56,45,https://movie.douban.com/subject/26761328/
67,人民的名义,2017,8.3,206583,李路, 周梅森,陆毅 / 柯蓝 / 张丰毅 / 吴刚 / 许亚军, 剧情 / 悬疑 / 犯罪,52,55,https://movie.douban.com/subject/26727273/
68,忽而今夏,2018,8.3,25134,吕赢, 赵夏盈 / 马郁 / 明前雨后,白宇 / 卜冠今 / 吕鹏 / 张书维 / 杨_, 剧情,30,38,https://movie.douban.com/subject/27041389/
69,灵魂摆渡,2014,8.3,29010,巨兴茂, 小吉祥天,于毅 / 肖茵 / 刘智扬 / 梁椰雯 / 王靖云, 剧情 / 惊悚 / 恐怖 / 鬼怪,20,40,https://movie.douban.com/subject/25800263/
70,无心法师,2015,8.3,52058,林玉芬 / 高林豹, 徐子沅 / 肖志瑶 / 李楠 / 方羌羌 / 尼罗,韩东君 / 金晨 / 陈瑶 / 张若昀 / 孔连顺, 剧情 / 喜剧 / 悬疑,20,47,https://movie.douban.com/subject/26298756/
71,毛骗 第一季,2010,8.3,18159,李洪绸, 李洪绸 / 志微 / 刘爱银 / 王秀月,安宁 / 赵宁 / 杨羽 / 黎伟 / 邢冬冬, 悬疑 / 犯罪,20,42,https://movie.douban.com/subject/4888230/
72,约会专家,2014,8.3,10767,澄丰 / 朱锐斌, 白一骢,朱雨辰 / 郭京飞 / 齐溪 / 钱芳 / 严屹宽, 喜剧 / 爱情,32,45,https://movie.douban.com/subject/25661522/
73,四十九日·祭,2014,8.3,4736,张黎, 严歌苓,张嘉译 / 宋佳 / 胡歌 / 张歆怡 / 黄志忠, 剧情 / 历史 / 战争 / 犯罪,46,45,https://movie.douban.com/subject/20388190/
74,真爱谎言,2011,8.3,3118,高林豹, 彭美凤,薛凯琪 / 李易峰 / 潘虹 / 李宗翰 / 范舒然, 家庭,38,45,https://movie.douban.com/subject/6905182/
75,全家福,2013,8.3,1114,付宁, 叶广芩,吴刚 / 秦海璐 / 岳秀清 / 郝平 / 钱波, 剧情 / 家庭,48,41,https://movie.douban.com/subject/11533287/
76,镖门,2014,8.3,7437,韩晓军, 徐浩峰 / 曹逸鸣,霍建华 / 贾青 / 李健 / 王庆祥 / 倪大红, 剧情 / 爱情,38,45,https://movie.douban.com/subject/25752412/
77,长沙保卫战,2014,8.3,1435,董亚春, 钱林森,张丰毅 / 郑昊 / 徐永革 / 佟瑞欣 / 斯琴高娃, 战争,36,40,https://movie.douban.com/subject/20388217/
78,麻辣隔壁·叁,2014,8.3,814,汪小壹 / 杨羽 / 邢冬冬 / 耿晓辉, 刘爱银 / 臧贻强 / 汪小壹 / 王冬 / 王秀月,杨羽 / 邢冬冬 / 邵庄 / 安宁, 喜剧,6,18,https://movie.douban.com/subject/25892766/
79,营盘镇警事,2012,8.3,1170,马进, 公金盾 / 牛力军 / 刘光,张嘉译 / 丁海峰 / 王海燕 / 王全有 / 郭京飞, 剧情 / 传记 / 犯罪,28,41,https://movie.douban.com/subject/10740289/
80,老板来了,2016,8.3,566,黄彦威, 李海蜀,魏千翔 / 刘芮麟 / 傅迦 / 李_ / 陈欣予, 剧情 / 喜剧,37,,https://movie.douban.com/subject/25963286/
81,青春不言败,2010,8.3,1112,宋业明, 胡绍祥 / 胡蓉蓉 / 杨敏,靳东 / 刘立淇 / 盖吉利 / 穆雷克, 剧情 / 家庭,29,40,https://movie.douban.com/subject/19997828/
82,天剩我才,2010,8.3,579,朱宏 / 郑正 / 蔡悦,,朱宏 / 郑正 / 蔡悦 / 爱莎, 剧情 / 喜剧,10,,https://movie.douban.com/subject/4840360/
83,夜操场,2017,8.3,145,林哲乐, 林哲乐,标马 / 宁南 / 车孝东 / 兰一添 / 李天恩,,7,5,https://movie.douban.com/subject/26995751/
84,无证之罪,2017,8.2,69567,吕行, 马伪八 / 紫金陈,秦昊 / 邓家佳 / 姚橹 / 代旭 / 王真儿, 悬疑 / 犯罪,12,55,https://movie.douban.com/subject/26930540/
85,鸡毛飞上天,2017,8.2,23594,余丁, 申捷,殷桃 / 张译 / 陶泽如 / 张佳宁 / 高姝瑶, 剧情,55,45,https://movie.douban.com/subject/26685864/
86,正阳门下,2013,8.2,6988,刘家成, 王之理 / 郝金明,朱亚文 / 倪大红 / 边潇潇 / 李光复 / 杨立新, 剧情,35,40,https://movie.douban.com/subject/11632590/
87,家，N次方,2011,8.2,31606,王迎, 胡非子,赵宝刚 / 宋丹丹 / 朱雨辰 / 白百何 / 王子文, 剧情 / 喜剧 / 爱情 / 家庭,30,41,https://movie.douban.com/subject/5031441/
88,杀不死,2017,8.2,20757,李洪绸 / 邢冬冬, 李洪绸 / 周小烦 / 刘爱银,杨羽 / 邵庄 / 安宁 / 王辰昊 / 邢冬冬, 剧情 / 喜剧 / 悬疑,12,30,https://movie.douban.com/subject/26772013/
89,万万没想到 第一季,2013,8.2,51691,易小星, 至尊玉,白客 / 易小星, 剧情 / 喜剧 / 短片,15,5,https://movie.douban.com/subject/24904361/
90,教室的那一间,2018,8.2,2752,贾炳祺,,吴瑞淞 / 蒋袁娅蓉 / 王星玮 / 耿强, 喜剧 / 爱情,13,30,https://movie.douban.com/subject/30351548/
91,画江湖之不良人,2016,8.2,10963,五百 / 王伟, 饶俊 / 李明超 / 诸懿,郑业成 / 李纯 / 范世琦 / 蔡文静 / 季晨, 武侠 / 古装,12,40,https://movie.douban.com/subject/26743541/
92,悬崖,2012,8.2,11311,刘进, 全勇先,张嘉译 / 宋佳 / 程煜 / 李洪涛 / 咏梅, 剧情 / 悬疑 / 历史 / 战争,40,45,https://movie.douban.com/subject/6965622/
93,假如没有遇见你,2018,8.2,4132,杨龙, 郎雁平 / 常恒德 / 李洋 / 倪骏 / 徐鸿 / 朱程,彭豆豆 / 邵伟桐 / 邹思扬 / 曹然然 / 李瀚均, 剧情 / 爱情,12,45,https://movie.douban.com/subject/30200988/
94,报告老板！ 第一季,2013,8.2,17483,刘循子墨, 柯达,白客 / 刘浩 / 刘循子墨 / 张本煜 / 柯达, 喜剧 / 短片,10,15,https://movie.douban.com/subject/25789398/
95,幸福来敲门,2011,8.2,9112,马进, 严歌苓 / 马进,蒋雯丽 / 孙淳 / 曹翠芬 / 杨紫 / 林永健, 剧情 / 爱情 / 家庭,36,40,https://movie.douban.com/subject/5966739/
96,民兵葛二蛋,2012,8.2,10522,林柯, 束焕 / 朱林,黄渤 / 高虎 / 童瑶 / 阎娜 / 汤晶媚, 战争,33,40,https://movie.douban.com/subject/6855115/
97,灵与肉,2018,8.2,964,楼健, 杨真鉴,于小伟 / 孙茜 / 黄小蕾 / 林鹏 / 赵毅, 剧情 / 历史,42,45,https://movie.douban.com/subject/25923576/
98,李春天的春天,2011,8.2,9320,余淳, 庄羽,宋丹丹 / 李佳璇 / 李崇霄 / 李凤绪 / 许亚军, 剧情 / 喜剧 / 爱情,24,45,https://movie.douban.com/subject/5948622/
99,知青,2012,8.2,2441,张新建 / 高力强, 梁晓声,傅晶 / 唐曾 / 苏茂洋 / 程皓枫 / 王凯, 剧情 / 爱情,45,40,https://movie.douban.com/subject/7163794/
100,我的娜塔莎,2012,8.2,1920,郭靖宇, 高满堂,朱亚文 / 伊莉莎 / 岳跃 / 马恩然 / 白恩, 剧情 / 战争,40,,https://movie.douban.com/subject/5351797/
101,绝密543,2017,8.2,2368,宋海波 / 王功, 王功,王聪 / 陈维涵 / 林永健 / 闫妮 / 顾宇峰, 剧情,35,45,https://movie.douban.com/subject/27002013/
102,老大的幸福,2010,8.2,5370,李路, 谢丽虹 / 宫凯波 / 刘江舸 / 刘可,范伟 / 孙宁 / 孟广美 / 金巧巧 / 周浩东, 剧情,41,42,https://movie.douban.com/subject/4090606/
103,勇士之城,2014,8.2,2558,陈健, 贾东岩 / 李文强,钟汉良 / 王力可 / 林永健 / 于荣光 / 杨烁, 剧情 / 历史 / 战争,40,45,https://movie.douban.com/subject/24858430/
104,川军团血战到底,2011,8.2,694,李舒, 由甲,陶泽如 / 贾一平 / 崔波 / 胡可 / 王迅, 历史 / 战争,33,46,https://movie.douban.com/subject/6839157/
105,有你才幸福,2012,8.2,620,王瑞, 陈枰 / 王瑞,李雪健 / 陶慧敏 / 刘佩琦 / 李歌 / 徐百卉, 剧情 / 家庭,35,42,https://movie.douban.com/subject/19899709/
106,高粱红了,2010,8.2,547,刘家成, 赵琪,朱亚文 / 甘婷婷 / 喻恩泰 / 王挺 / 于东江, 剧情 / 战争,32,,https://movie.douban.com/subject/4287155/
107,离幸福就差半步,2014,8.2,308,张惠中 / 张猛, 张猛,李乃文 / 汪洋 / 原雨 / 田雨 / 关小平, 剧情 / 喜剧,36,40,https://movie.douban.com/subject/6939559/
108,丑角爸爸,2012,8.2,215,王硕, 孟冰 / 王元平 / 陈建忠,李保田 / 王晓晨 / 王同辉 / 李_ / 王全有, 剧情 / 家庭,36,,https://movie.douban.com/subject/6601363/
109,我心灿烂,2013,8.2,564,孙艳华, 孙艳华,王志文 / 周野芒 / 郑铮 / 李昶 / 曹征, 剧情 / 家庭,37,,https://movie.douban.com/subject/20503538/
110,妈妈的花样年华,2013,8.2,401,余淳, 黄健,宋丹丹 / 林永健 / 周冬齐 / 巴图 / 王彤, 喜剧 / 家庭,32,,https://movie.douban.com/subject/10553110/
111,永远的忠诚,2011,8.2,272,张绍林, 石零,张国强 / 陶虹 / 吕中 / 魏宗万 / 张恒,,24,,https://movie.douban.com/subject/6439439/
112,铁血兄弟,2013,8.2,104,何群, 梁振华 / 宫俊杰 / 沙枫,朱亚文 / 齐奎 / 刘向京 / 蒋恺 / 王诗蒙, 剧情 / 爱情,30,40,https://movie.douban.com/subject/11632409/
113,步步惊心,2011,8.1,109745,李国立, 桐华 / 王莉芝,刘诗诗 / 吴奇隆 / 郑嘉颖 / 袁弘 / 林更新, 剧情 / 爱情,35,49,https://movie.douban.com/subject/5384548/
114,大军师司马懿之军师联盟,2017,8.1,80227,张永新, 常江,吴秀波 / 刘涛 / 李晨 / 于和伟 / 张钧甯, 剧情 / 爱情 / 战争 / 古装,42,45,https://movie.douban.com/subject/26605881/
115,鬼吹灯之精绝古城,2016,8.1,114410,孔笙 / 周游 / 孙墨龙, 白一骢 / 天下霸唱,靳东 / 陈乔恩 / 赵达 / 岳_ / 王永泉, 剧情 / 悬疑 / 惊悚,21,35,https://movie.douban.com/subject/26298935/
116,大嫁风尚,2016,8.1,6319,曾晓欣, 陈舒 / 刘茜,乔振宇 / 杨紫 / 郭晓婷 / 巫刚 / 朱茵, 剧情 / 爱情,44,45,https://movie.douban.com/subject/26377690/
117,匆匆那年,2014,8.1,33786,姚婷婷, 田博 / 丁洁如 / 潘越 / 刘_霏 / 九夜茴,杨_ / 何泓姗 / 白敬亭 / 杜维瀚 / 蔡文静, 剧情 / 爱情,16,50,https://movie.douban.com/subject/25840705/
118,暗黑者,2014,8.1,18416,周琳皓, 白一骢 / 张鸢盎 / 汤祈岑,郭京飞 / 李倩 / 经超 / 甘露 / 李岷城, 剧情 / 喜剧 / 悬疑 / 犯罪,46,35,https://movie.douban.com/subject/25835480/
119,心术,2012,8.1,24755,杨阳, 六六,海清 / 吴秀波 / 张嘉译 / 韩雨芹 / 翟天临, 剧情 / 爱情,36,45,https://movie.douban.com/subject/5916347/
120,情满四合院,2015,8.1,12640,刘家成, 王之理,何冰 / 郝蕾 / 李光复 / 方子哥 / 魏小军, 剧情,46,45,https://movie.douban.com/subject/26287786/
121,大男当婚,2012,8.1,14864,孙皓, 饶晖 / 李潇 / 刘深,徐峥 / 宋佳 / 梅婷 / 张歆艺 / 马苏, 剧情 / 喜剧 / 爱情,30,42,https://movie.douban.com/subject/6436752/
122,家宴,2014,8.1,1030,黄力加, 韩_,王刚 / 颜丙燕 / 曾黎 / 戴娇倩 / 朱一龙, 剧情 / 爱情 / 家庭,36,45,https://movie.douban.com/subject/20426982/
123,好家伙,2016,8.1,4890,简川_, 兰晓龙,张译 / 李晨 / 杨新鸣 / 赵志君 / 王烈, 剧情 / 历史 / 战争,45,42,https://movie.douban.com/subject/10726963/
124,马向阳下乡记,2014,8.1,6854,张永新, 谷凯,吴秀波 / 王雅捷 / 李洪涛 / 梁爱琪 / 姜寒, 剧情,40,,https://movie.douban.com/subject/24839516/
125,麻辣隔壁·贰,2013,8.1,999,杨羽 / 邢冬冬 / 王冬, 李洪绸 / 臧贻强 / 王冬,杨羽 / 邢冬冬 / 邵庄 / 安宁 / 王思宇, 喜剧,20,25,https://movie.douban.com/subject/21350566/
126,赵氏孤儿案,2013,8.1,4597,阎建钢, 陈文贵,吴秀波 / 孙淳 / 应采儿 / 王雨 / 练束梅, 剧情 / 悬疑 / 家庭 / 古装,41,45,https://movie.douban.com/subject/10527293/
127,我是你的喋喋phone,2015,8.1,669,车恩泽, V脸社长,李易峰, 爱情 / 科幻 / 短片,2,45,https://movie.douban.com/subject/26972683/
128,老爸快跑,2010,8.1,725,高一功, 张云宵,徐峥 / 伊春德 / 王虎城, 剧情,20,45,https://movie.douban.com/subject/4728512/
129,热血青春,2015,8.1,955,黄克敏, 李京东 / 于洋 / 杜尔冰 / 朱勇,张一山 / 蓝盈莹 / 张潇恒 / 王莎莎 / 吴京安, 剧情 / 战争,41,,https://movie.douban.com/subject/25953526/
130,草帽警察,2014,8.1,805,杨亚洲, 林和平,李晨 / 霍思燕 / 于越 / 乔红 / 杜江, 剧情 / 爱情,28,,https://movie.douban.com/subject/21327728/
131,爱情公寓2,2011,8,75827,韦正, 汪远,娄艺潇 / 王传君 / 赵文琪 / 孙艺洲 / 邓家佳, 喜剧 / 爱情,20,50,https://movie.douban.com/subject/4707205/
132,面具,2018,8,7478,楼健, 王小枪,祖锋 / 梅婷 / 侯勇 / 于明加 / 杜志国, 剧情 / 历史,38,40,https://movie.douban.com/subject/27043642/
133,相爱十年,2014,8,11331,刘惠宁, 霍昕,邓超 / 董洁 / 高虎 / 王大治 / 肖雨雨, 剧情 / 爱情,35,45,https://movie.douban.com/subject/10514844/
134,温州一家人,2012,8,6603,孔笙, 高满堂,李立群 / 迟蓬 / 张译 / 殷桃 / 朱宏嘉, 剧情 / 爱情 / 家庭,36,45,https://movie.douban.com/subject/20374428/
135,啊，父老乡亲,2017,8,585,赵镭, 贾兴安,孙涛 / 高明 / 斯琴高娃 / 李诚儒, 剧情,33,45,https://movie.douban.com/subject/27002002/
136,传奇之王,2011,8,987,柳云龙, 熊原,曾黎 / 柳云龙 / 雷佳音 / 万茜 / 王雅捷, 动作 / 悬疑 / 战争,30,40,https://movie.douban.com/subject/5450899/
137,刑警队长,2015,8,2248,张睿 / 来赫, 陶纯,于和伟 / 祖锋 / 叶一云 / 张念骅 / 张宁江, 剧情 / 犯罪,36,40,https://movie.douban.com/subject/25917744/
138,湄公河大案,2014,8,3168,安战军, 陈育新,陈宝国 / 杜志国 / 王千源 / 于越 / 李修贤, 剧情 / 犯罪,34,40,https://movie.douban.com/subject/25802736/
139,小戏骨：水浒传,2018,8,3486,潘礼平 / 高翔,,陈荣达 / 葛奕德 / 万君逸 / 郭飞歌 / 李俊豪, 剧情 / 动作 / 儿童 / 历史 / 古装,10,30,https://movie.douban.com/subject/26953998/
140,神圣使命,2011,8,227,何群, 张栩,张嘉译 / 林龙麒 / 黄曼 / 赵小锐 / 张兆北, 剧情 / 犯罪,24,40,https://movie.douban.com/subject/6778696/
141,大学生士兵的故事2,2012,8,212,尚敬, 徐君东,徐海乔 / 顾宇峰 / 金为珩 / 谭涛 / 林永健,,50,23,https://movie.douban.com/subject/11632444/
142,师傅,2011,8,833,齐星, 齐星,夏雨 / 李幼斌 / 阎娜, 剧情 / 爱情 / 家庭 / 传记,35,40,https://movie.douban.com/subject/5966971/
143,远去的飞鹰,2011,8,822,花箐, 中夙,朱亚文 / 姚笛 / 刘劲 / 贾延鹏 / 罗晋, 剧情 / 战争,30,,https://movie.douban.com/subject/5361537/
144,星际精灵蓝多多,2011,8,261,赵牛 / 高亚麟, 徐健博 / 谢姗 / 唐涛,高亚麟 / 宋丹丹 / 程媛媛 / 洪剑涛 / 张一山, 科幻 / 儿童,100,25,https://movie.douban.com/subject/5413820/
145,梦想X计划,2017,8,1506,倪晶, 倪晶,王嘉禾, 剧情 / 喜剧 / 运动,12,20,https://movie.douban.com/subject/26811731/
146,毕业时刻,2011,8,897,王静, 王静,蒋小涵 / 章龄之 / 刘雨欣 / 舒砚 / 张超, 剧情,30,42,https://movie.douban.com/subject/5969347/
147,闯荡,2010,8,82,张汉杰, 吕宏强,胡可 / 沙溢 / 谭希和 / 邓家佳 / 张陆, 剧情 / 家庭,30,,https://movie.douban.com/subject/4888125/
148,和平饭店,2018,7.9,51208,李骏 / 白涛, 张莱,陈数 / 雷佳音 / 李光洁 / 陶慧 / 张一龙, 剧情 / 悬疑,42,45,https://movie.douban.com/subject/26828285/
149,射雕英雄传,2017,7.9,50185,蒋家骏, 沈昱辰 / 王自蹊 / 赵微娜 / 徐涛 / 金庸,杨旭文 / 李一桐 / 陈星旭 / 孟子义 / 赵立新, 剧情 / 武侠 / 古装,52,45,https://movie.douban.com/subject/26663086/
150,花间提壶方大厨,2017,7.9,29790,李小江, 游非 / 耳雅,雷牧 / 蒋佳恩 / 常铖 / 胡琨, 喜剧 / 爱情 / 古装,36,40,https://movie.douban.com/subject/26868416/
151,火蓝刀锋,2012,7.9,5596,张国庆, 冯骥 / 徐速,杨志刚 / 郑凯 / 白威 / 赫子铭 / 刘思言, 剧情 / 动作 / 悬疑 / 战争,32,,https://movie.douban.com/subject/10566537/
152,嘿，老头！,2015,7.9,5174,杨亚洲, 刘东岳 / 俞露,李雪健 / 黄磊 / 宋佳 / 吴冕 / 吴玉芳, 剧情 / 家庭,37,45,https://movie.douban.com/subject/25865536/
153,我爱男保姆,2015,7.9,5126,张晓波, 张英姬,雷佳音 / 袁姗姗 / 车晓 / 曹曦文 / 李_, 剧情 / 喜剧,35,45,https://movie.douban.com/subject/26125672/
154,不过是分手,2018,7.9,6655,王梓骏, 叶小白,陈思贤 / 马佳慧 / 陈静 / 艾涛 / 周莉莉, 爱情 / 悬疑 / 短片,8,4,https://movie.douban.com/subject/30210257/
155,铁梨花,2010,7.9,5768,郭靖宇, 严歌苓 / 郭靖宇,陈数 / 巍子 / 张少华 / 杨志刚 / 孙强, 剧情 / 动作,43,45,https://movie.douban.com/subject/4728873/
157,海上孟府,2013,7.9,3078,张挺, 张挺,段奕宏 / 章婷婷 / 廖凡 / 陈冲 / 曾江, 剧情 / 爱情 / 历史,40,45,https://movie.douban.com/subject/10877418/
158,绝世高手之大侠卢小鱼,2014,7.9,5180,卢正雨, 卢正雨 / 马可 / 王东牙儿 / 戴乃尊 / 司南 / 方超 / 果晓丹,卢正雨 / 蒋宏杰, 剧情 / 喜剧 / 动作 / 爱情 / 短片,6,8,https://movie.douban.com/subject/25813439/
159,剧场,2014,7.9,1188,杨文军, 严歌苓,陈数 / 翟天临 / 孙淳 / 种丹妮 / 梁丽, 剧情 / 爱情 / 历史,34,45,https://movie.douban.com/subject/20514931/
160,风云年代,2016,7.9,505,刘雪松, 肖丹 / 方天民,张铎 / 李亚天 / 杨_娜 / 徐百卉 / 石文中, 剧情 / 战争,35,,https://movie.douban.com/subject/26088464/
161,到爱的距离,2013,7.9,3800,简川_ / 张开宙, 朱朱,李晨 / 靳东 / 崔心心 / 李佳 / 潘虹, 剧情 / 爱情,40,40,https://movie.douban.com/subject/24381632/
162,雪花那个飘,2010,7.9,1221,安建, 高满堂,张译 / 刘威葳 / 齐欢 / 毛孩 / 潘雨辰, 剧情,38,45,https://movie.douban.com/subject/5669176/
163,三八线,2016,7.9,4172,梦继, 王海平,张国强 / 王挺 / 曹曦文 / 汪裴 / 刘世龙, 剧情 / 战争,38,45,https://movie.douban.com/subject/26410673/
164,养父,2011,7.9,1226,张国立, 陈彦,张国立 / 牛莉 / 韩雨芹 / 茹萍 / 张宛庭,,40,,https://movie.douban.com/subject/5399908/
165,百变马丁,2015,7.9,236,张天晓, 姚倩 / 洪文佳 / 柯萝,姚培华 / 游军 / 张安琪, 儿童,52,15,https://movie.douban.com/subject/26696590/
166,大厨,2011,7.9,558,马军骧, 王小枪,苗圃, 剧情 / 爱情,33,,https://movie.douban.com/subject/6900011/
167,老家门口唱大戏,2013,8,138,王硕, 隋志超 / 周密,范伟 / 闫学晶 / 白恩 / 吴紫彤, 剧情 / 喜剧,40,,https://movie.douban.com/subject/11632407/
168,咱家那些事,2011,7.9,753,周小刚, 林愈业,黄志忠 / 陈小艺 / 朱媛媛 / 周小斌 / 胡亚捷, 家庭,24,,https://movie.douban.com/subject/6724705/
169,新安家族,2010,7.9,328,张培根 / 王枫 / 白一聪 / 王南, 季宇,张正阳 / 吴孟达 / 刘钧 / 王绘春 / 赵敏芬,,39,,https://movie.douban.com/subject/5353561/
170,兵峰,2010,7.9,361,刘岩, 邓一光,贾一平 / 沈佳妮 / 王挺, 剧情 / 战争,39,,https://movie.douban.com/subject/4090713/
171,曾经想火 第一季,2014,7.9,249,马俊, 马俊,王欣雨, 喜剧 / 短片,10,5,https://movie.douban.com/subject/25884667/
172,后宫那些事儿第一季,2014,7.9,238,董润年, 董润年,吴弘 / 李北岳 / 康宁 / 秦语, 喜剧,20,23,https://movie.douban.com/subject/26279136/
173,明珠游龙,2012,7.9,217,田少波, 徐子沅,宋洋 / 杨净如 / 刘淼淼 / 吴静一 / 郑茜, 剧情,30,40,https://movie.douban.com/subject/10563795/
175,原来你还在这里,2018,7.8,4728,林玉芬, 金国栋 / 辛夷坞,杨子姗 / 韩东君 / 李程彬 / 蓝盈莹 / 苏青, 爱情,36,45,https://movie.douban.com/subject/26787123/
176,正阳门下小女人,2018,7.8,7320,刘家成, 王之理,蒋雯丽 / 倪大红 / 田海蓉 / 崔心心 / 乔大韦, 剧情,48,40,https://movie.douban.com/subject/27073039/
